record_type,case,name,decoder_stage,model_output_list_index,internal_stage_index,encoder_skip_index,upsampling_order,is_final_output,head_type,observed_raw_patch_shape,aligned_patch_shape,upsample_factor_to_final,prompt,threshold,gt_voxels,gt_volume_mm3,pred_voxels,pred_volume_mm3,pred_gt_volume_ratio,dice,iou,precision,recall,cc_count,cc_volume_median_voxels,cc_volume_median_mm3,small_cc_count_fraction,small_cc_voxel_fraction,small_component_max_voxels,lhs,rhs,pairwise_dice,fp_overlap,fp_overlap_dice,fn_overlap,fn_overlap_dice,intersection_voxels,union_voxels,mean_probability,d25_intersection_voxels,d25_union_voxels,majority_vote_voxels,independent_tp_voxels,independent_fp_voxels,independent_fn_recovery,r1_voxels,r1_volume_mm3,r1_tp_voxels,r1_fp_voxels,extra_precision,fn_recovery,merge_added_tp_voxels,merge_added_fp_voxels,merge_dice,merge_recall,merge_precision,delta_dice,delta_recall,delta_precision
layer,CYST_PA53,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,384334,1801565.625,398633,1868592.1875,1.0372046188991866,0.957445205225763,0.9183643967923008,0.9402733842908139,0.9752558972144021,3,44.0,206.25,0.6666666666666666,0.0001153943602260726,100,,,,,,,,374824,408143,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,CYST_PA53,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,384334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621188,7599318.75,1460,1619728,0.0009005741468602037,0.07192429022082018,684,1619578,0.31250288674113036,0.9770355992444072,0.1859967952766241,-0.6449423184846327,0.0017797020300051036,-0.7542765890141898
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.9465533532131944,0.5570537760486063,0.7155228478521307,0.4738134924116151,0.6429761904761905,20904,37526,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.9364892693992327,0.4771486427601056,0.6460401193864094,0.3676777187436949,0.537667191188041,18615,39013,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.9265980717815766,0.4104612431547451,0.5820241359297136,0.20395686699151777,0.33881092019711817,14541,35426,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9772401252651783,0.7392561870719528,0.8500831476891217,0.65407083622697,0.7908619412200544,27093,36649,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9605656284016376,0.554825473398209,0.713681995684813,0.36816459122902,0.5381875741986545,20012,36069,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA53,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9740545449072355,0.650414999701439,0.7881835778505399,0.4961836345268829,0.6632656888855546,21785,33494,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,CYST_PA53,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,11617,0.049316508937960045,,,,,,,,,,,,,,
independent_vs_final,CYST_PA53,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,12260,0.07045215562565721,,,,,,,,,,,,,,
independent_vs_final,CYST_PA53,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,9685,0.07034700315457414,,,,,,,,,,,,,,
independent_vs_final,CYST_PA53,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,CYST_PA53,d2_d5_intersection,,,,,,,,[],[],[],,0.5,384334,,352200,,,0.9186269744506024,0.8495005449057589,0.9605337876206701,0.8802239718578112,,,,,,,,,,,,,,338300,398234,0.11549922078847885,352200,418744,385273,,,,,,,,,,,,,,,,,
ensemble,CYST_PA53,d2_d5_union,,,,,,,,[],[],[],,0.5,384334,,418744,,,0.9360261394285486,0.8797454280745365,0.8975674875341497,0.9779280521629624,,,,,,,,,,,,,,375851,427227,0.11549922078847885,352200,418744,385273,,,,,,,,,,,,,,,,,
ensemble,CYST_PA53,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,384334,,385273,,,0.9379826326943492,0.8832083745240635,0.9368395916661691,0.939128466386008,,,,,,,,,,,,,,360939,408668,0.11549922078847885,352200,418744,385273,,,,,,,,,,,,,,,,,
ensemble,CYST_PA53,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,384334,,392579,,,0.9404038804859747,0.8875116312404794,0.9305286324535953,0.950490979200383,,,,,,,,,,,,,,365306,411607,0.11549922078847885,352200,418744,385273,,,,,,,,,,,,,,,,,
layer,CYST_PA54,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,227186,1064934.375,1865144,8742862.5,8.209766446876127,0.004096868084862331,0.0020526387374978686,0.002297945895866485,0.018865599112621378,4,12892.0,60431.25,0.0,0.0,100,,,,,,,,4286,2088044,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA54,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,227186,1064934.375,200950,941953.125,0.8845175318901692,0.8671216622755387,0.7654146375658212,0.9237272953471013,0.8170529874199994,1,200950.0,941953.125,0.0,0.0,100,,,,,,,,185623,242513,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA54,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,227186,1064934.375,226552,1061962.5,0.9972093350822674,0.9215935187266661,0.8545882602991126,0.9228830467177513,0.9203075893761059,1,226552.0,1061962.5,0.0,0.0,100,,,,,,,,209081,244657,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA54,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,227186,1064934.375,231707,1086126.5625,1.0198999938376485,0.9294410679613766,0.8681830024914915,0.9203735752480503,0.938689003723821,1,231707.0,1086126.5625,0.0,0.0,100,,,,,,,,213257,245636,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA54,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,227186,1064934.375,232132,1088118.75,1.021770707702059,0.9515542608824388,0.9075856054156197,0.941416952423621,0.961912265720599,4,1.5,7.03125,0.75,1.723157513828339e-05,100,,,,,,,,218533,240785,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,CYST_PA54,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,227186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860442,8720821.875,447,1859995,0.00024026548529865484,0.01525482491621403,132,1859563,0.18858454006079312,0.9624932874384865,0.1045330230463609,-0.7629697208216457,0.0005810217178875421,-0.8368839293772601
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.9072706092603076,0.3848752269560444,0.5558265747911458,0.408227325293243,0.5797747536367902,9115,23683,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8915515061584581,0.29761813292354977,0.4587145098735826,0.319196481635564,0.4839256108988683,7747,26030,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.8734835435321717,0.18046033300685602,0.30574569591371087,0.18258248357393494,0.30878604428867296,4422,24504,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9684916171859145,0.6591685912240185,0.7945769883911917,0.6388192561518392,0.7796091652619093,14271,21650,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9435689930322401,0.4092620311153445,0.5808175088509816,0.35080014134989146,0.5193960684655057,9023,22047,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA54,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9605272519128405,0.52360351794628,0.6873225373646603,0.46303854875283446,0.6329820210787352,11014,21035,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,CYST_PA54,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,10905,0.10401016988327748,,,,,,,,,,,,,,
independent_vs_final,CYST_PA54,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,8448,0.19692592164567202,,,,,,,,,,,,,,
independent_vs_final,CYST_PA54,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506,7436,0.17404368427135097,,,,,,,,,,,,,,
independent_vs_final,CYST_PA54,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,CYST_PA54,d2_d5_intersection,,,,,,,,[],[],[],,0.5,227186,,188273,,,0.8856950986739968,0.7948408892575408,0.9772245622048833,0.8098430361025768,,,,,,,,,,,,,,183985,231474,0.05909810587763786,188273,250374,219505,,,,,,,,,,,,,,,,,
ensemble,CYST_PA54,d2_d5_union,,,,,,,,[],[],[],,0.5,227186,,250374,,,0.9239634810285619,0.8586729769281066,0.8811777580739214,0.9711161779334995,,,,,,,,,,,,,,220624,256936,0.05909810587763786,188273,250374,219505,,,,,,,,,,,,,,,,,
ensemble,CYST_PA54,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,227186,,219505,,,0.9294389186260749,0.8681792517931453,0.9457005535181431,0.9137270782530613,,,,,,,,,,,,,,207586,239105,0.05909810587763786,188273,250374,219505,,,,,,,,,,,,,,,,,
ensemble,CYST_PA54,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,227186,,226122,,,0.9332462696444801,0.8748469708500148,0.9354419295778386,0.9310608928367065,,,,,,,,,,,,,,211524,241784,0.05909810587763786,188273,250374,219505,,,,,,,,,,,,,,,,,
layer,CYST_PA56,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,270057,1071063.581511547,2383682,9453837.449518463,8.82658846095454,0.0725821190403427,0.03765769725255647,0.04040262081938782,0.3566173067167302,4,20665.0,81958.7306084868,0.25,4.614709512426574e-06,100,,,,,,,,96307,2557432,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA56,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,270057,1071063.581511547,245517,973736.3495186961,0.9091302947155601,0.7821651208167983,0.6422587611724458,0.8212547399976377,0.7466275638106029,1,245517.0,973736.3495186961,0.0,0.0,100,,,,,,,,201632,313942,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA56,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,270057,1071063.581511547,303835,1205029.3208047224,1.1250772984962434,0.8295881455047291,0.7088001905640995,0.783474583244195,0.8814694675568491,1,303835.0,1205029.3208047224,0.0,0.0,100,,,,,,,,238047,335845,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA56,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,270057,1071063.581511547,315757,1252312.7462252101,1.169223534290909,0.8477776222487001,0.7357760434259571,0.7864275376317865,0.9195095850135342,1,315757.0,1252312.7462252101,0.0,0.0,100,,,,,,,,248320,337494,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA56,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,270057,1071063.581511547,325701,1291751.2953261437,1.2060453904175785,0.8735325417367454,0.7754618522966703,0.7989137276213459,0.9635262185390492,7,5.0,19.83032436692156,0.8571428571428571,0.0002057101451945189,100,,,,,,,,260207,335551,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,CYST_PA56,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,270057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271274,9008020.029231079,6360,2264914,0.0028001905538477525,0.17939086294416243,1767,2262291,0.1832103883606498,0.9700692816701659,0.10115767528947674,-0.6903221533760957,0.006543063131116744,-0.6977560523318692
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8430077618721694,0.4466634129611798,0.6175084113683404,0.3878947004767498,0.5589684870811968,33862,75811,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8278167169688958,0.42755286544158194,0.599001095919944,0.26842238541402885,0.42323817129167496,33341,77981,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.8038122047974678,0.35045805862162627,0.519021018659889,0.1366276537042953,0.2404088150750559,28385,80994,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.9417487637025656,0.7223658694246929,0.8388065303058735,0.5723772745889649,0.7280406348261298,55875,77350,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.9054224063437198,0.574955612073516,0.730122941454274,0.2690616947097165,0.4240324892498806,47926,83356,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA56,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.9363075992504576,0.6697776661223465,0.8022357463646553,0.36876543744854184,0.5388292652040396,53321,79610,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,CYST_PA56,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,15500,0.044771573604060914,,,,,,,,,,,,,,
independent_vs_final,CYST_PA56,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,17862,0.09898477157360407,,,,,,,,,,,,,,
independent_vs_final,CYST_PA56,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,14116,0.13604060913705585,,,,,,,,,,,,,,
independent_vs_final,CYST_PA56,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,CYST_PA56,d2_d5_intersection,,,,,,,,[],[],[],,0.5,270057,,223538,,,0.7969934865628704,0.6625013893613653,0.8799219819449042,0.7283499409383944,,,,,,,,,,,,,,196696,296899,0.05471854284405708,223538,357422,290031,,,,,,,,,,,,,,,,,
ensemble,CYST_PA56,d2_d5_union,,,,,,,,[],[],[],,0.5,270057,,357422,,,0.8350749586838763,0.71684866327572,0.7330158747922624,0.970150745953632,,,,,,,,,,,,,,261996,365483,0.05471854284405708,223538,357422,290031,,,,,,,,,,,,,,,,,
ensemble,CYST_PA56,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,270057,,290031,,,0.8505199182985531,0.7399170562743667,0.8212329026897125,0.8819730649455485,,,,,,,,,,,,,,238183,321905,0.05471854284405708,223538,357422,290031,,,,,,,,,,,,,,,,,
ensemble,CYST_PA56,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,270057,,304019,,,0.8569039639350887,0.7496342712244599,0.8090415401668974,0.9107855008387118,,,,,,,,,,,,,,245964,328112,0.05471854284405708,223538,357422,290031,,,,,,,,,,,,,,,,,
layer,CYST_PA62,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1213326,1332151.7941697026,4668883,5126125.1017603045,3.8480037516710266,0.11393304794168313,0.06040774311714908,0.07177069975837903,0.2761739219302974,32,884.5,971.1225688257747,0.21875,5.7615493898647705e-05,100,,,,,,,,335089,5547120,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA62,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1213326,1332151.7941697026,356100,390974.27558943856,0.2934907848344138,0.3017905909549096,0.17771105809889937,0.665035102499298,0.1951816741749538,8,2932.5,3219.6912753890156,0.0,0.0,100,,,,,,,,236819,1332607,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA62,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1213326,1332151.7941697026,501277,550369.031015577,0.41314288163280105,0.3763413454893057,0.23178600036638852,0.6436321634545371,0.2659120467211615,8,2163.0,2374.831109519673,0.375,0.00013565354085665212,100,,,,,,,,322638,1391965,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA62,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1213326,1332151.7941697026,542181,595278.9208462718,0.44685517330049795,0.40689783635154975,0.255412267735354,0.6587394246570795,0.29436111976500956,21,8.0,8.78347151001266,0.7142857142857143,0.0002508387420437086,100,,,,,,,,357156,1398351,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA62,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1213326,1332151.7941697026,569881,625691.6909496906,0.46968498161252625,0.4296517454227131,0.27360284202587193,0.6722087593725707,0.31572635878568495,53,2.0,2.195867877503165,0.8867924528301887,0.0007071651800990031,100,,,,,,,,383079,1400128,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,CYST_PA62,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1213326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4482851,4921874.255266471,233401,4249450,0.052065303977312655,0.26468870107329506,219757,4239382,0.1931440519317577,0.49684586005739595,0.11987146601127059,-0.2365076934909554,0.181119501271711,-0.5523372933613001
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.7507759130464194,0.560746635373501,0.7185620300751879,0.8699737810386234,0.9304662876667943,107037,190883,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.7311765472051619,0.5537786764292899,0.7128153897721372,0.8448864585829017,0.9159224456901025,108457,195849,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 5,0.7078352579588566,0.5228843369537637,0.6867026264117903,0.8237163861071829,0.9033382519147598,105094,200989,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 4,0.8924518284396689,0.7828501953632482,0.8782007567424875,0.9251393828253028,0.9611141832936622,159685,203979,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 3,Decoder 5,0.8559316179312483,0.7102015602551442,0.8305472018739003,0.8980935626719903,0.9463111622461046,151758,213683,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA62,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 4,Decoder 5,0.92449341853242,0.8112721338626787,0.8958036936532312,0.9477663396937704,0.9731827893101173,166542,205285,,,,,,,,,,,,,,,,,,,,,
independent_vs_final,CYST_PA62,Decoder 2,2,,,3,2,False,,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14192,14187,0.01709370825790397,,,,,,,,,,,,,,
independent_vs_final,CYST_PA62,Decoder 3,3,,,2,3,False,,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15977,26881,0.019243670859394855,,,,,,,,,,,,,,
independent_vs_final,CYST_PA62,Decoder 4,4,,,1,4,False,,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9651,18483,0.011624251578144817,,,,,,,,,,,,,,
independent_vs_final,CYST_PA62,Decoder 5,5,,,0,5,True,,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,,,,,,,,,
ensemble,CYST_PA62,d2_d5_intersection,,,,,,,,[],[],[],,0.5,1213326,,309457,,,0.2731262432007712,0.1581622525244766,0.6720028953941904,0.17139334358614255,,,,,,,,,,,,,,207956,1314827,0.03697524219751358,309457,641171,468873,,,,,,,,,,,,,,,,,
ensemble,CYST_PA62,d2_d5_union,,,,,,,,[],[],[],,0.5,1213326,,641171,,,0.4443210207403948,0.2856122803381072,0.6425680512686943,0.3395591951379926,,,,,,,,,,,,,,411996,1442501,0.03697524219751358,309457,641171,468873,,,,,,,,,,,,,,,,,
ensemble,CYST_PA62,d2_d5_majority_vote,,,,,,,,[],[],[],,0.5,1213326,,468873,,,0.37317106953457946,0.22938556264045457,0.6694222102786895,0.2586889261418613,,,,,,,,,,,,,,313874,1368325,0.03697524219751358,309457,641171,468873,,,,,,,,,,,,,,,,,
ensemble,CYST_PA62,d2_d5_average_probability,,,,,,,,[],[],[],,0.5,1213326,,497048,,,0.38922130481403483,0.24163549342766732,0.6696677182083018,0.2743343503724473,,,,,,,,,,,,,,332857,1377517,0.03697524219751358,309457,641171,468873,,,,,,,,,,,,,,,,,
layer,CYST_PA69,Decoder 1,1,4,0,4,1,False,intermediate_segmentation_conv,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1127491,1238588.7418460373,5128287,5633604.6524144225,4.548406151357305,0.11196944648611253,0.05930489116170382,0.0682933696963528,0.31062598282380965,44,176.0,193.34222496224146,0.3409090909090909,0.00012089806986231464,100,,,,,,,,350228,5905550,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA69,Decoder 2,2,3,1,3,2,False,intermediate_segmentation_conv,"[24, 24, 24]","[192, 192, 192]","[8.0, 8.0, 8.0]",liver,0.5,1127491,1238588.7418460373,1031459,1133094.1932802761,0.914826814582112,0.7684587415178675,0.6239813211495556,0.804231675713722,0.7357327020792184,10,1492.5,1639.5640383871896,0.2,1.1634005811185902e-05,100,,,,,,,,829532,1329418,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA69,Decoder 3,3,2,2,2,3,False,intermediate_segmentation_conv,"[48, 48, 48]","[192, 192, 192]","[4.0, 4.0, 4.0]",liver,0.5,1127491,1238588.7418460373,1137488,1249570.7999309665,1.008866589622445,0.7824814269801177,0.6426854130358631,0.7790429437497363,0.7859503978302266,10,58.0,63.715051408011384,0.6,0.00013802343409337065,100,,,,,,,,886152,1378827,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA69,Decoder 4,4,1,3,1,4,False,intermediate_segmentation_conv,"[96, 96, 96]","[192, 192, 192]","[2.0, 2.0, 2.0]",liver,0.5,1127491,1238588.7418460373,1228641,1349705.594430871,1.0897124677713614,0.8219098081092231,0.6976628901307618,0.7880772333008584,0.8587775866947053,25,10.0,10.985353691036446,0.68,0.00012696955416594433,100,,,,,,,,968264,1387868,,,,,,,,,,,,,,,,,,,,,
layer,CYST_PA69,Decoder 5,5,0,4,0,5,True,final_mask_einsum,"[192, 192, 192]","[192, 192, 192]","[1.0, 1.0, 1.0]",liver,0.5,1127491,1238588.7418460373,1273319,1398785.9576516836,1.1293385046975986,0.8369941811305351,0.719681851587089,0.7890654266527084,0.8911219690445422,77,1.0,1.0985353691036446,0.922077922077922,0.00016099657666303574,100,,,,,,,,1004732,1396078,,,,,,,,,,,,,,,,,,,,,
decoder1_extra,CYST_PA69,Decoder 1 extra R1,1,4,0,4,1,False,,"[12, 12, 12]","[192, 192, 192]","[16.0, 16.0, 16.0]",liver,0.5,1127491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4771613,5241785.648174749,59547,4712066,0.012479427816128425,0.25468601080165204,31265,4692930,0.29080597136423064,0.9188516804125266,0.17273773766930764,-0.5461882097663044,0.02772971136798441,-0.6163276889834007
pairwise,CYST_PA69,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 3,0.8267652459926407,0.4044519773311065,0.5759570050941727,0.4921807556942692,0.6596798059699832,130530,322733,,,,,,,,,,,,,,,,,,,,,
pairwise,CYST_PA69,,,,,,,,,[],[],[],,0.5,,,,,,,,,,,,,,,,Decoder 2,Decoder 4,0.8139604442281315,0.3653920558084037,0.535219249671212,0.3795927481653148,0.5502968157380147,123717,338587,,,,,,,,,,,,,,,,,,,,,
